entry_time,exit_time,direction,contracts,position_size,entry_price,exit_price,stop_loss,take_profit,pnl_ticks,pnl_points,pnl_dollars,commission,slippage_cost,net_pnl,exit_reason,strategy_type
2017-01-03T10:05:00-05:00,2017-01-03T10:55:00-05:00,long,1,1.0,2255.0,2248.75,2248.75,2265.5,-25.0,-6.25,-31.25,4.5,2.5,-38.25,Stop Loss,
2017-01-04T14:20:00-05:00,2017-01-04T15:50:00-05:00,long,1,1.0,2264.75,2265.0,2256.0,2280.25,1.0,0.25,1.25,4.5,2.5,-5.75,End of Day,
2017-01-06T11:25:00-05:00,2017-01-06T15:50:00-05:00,long,1,1.0,2267.25,2274.25,2258.25,2283.25,28.0,7.0,35.0,4.5,2.5,28.0,End of Day,
2017-01-12T10:00:00-05:00,2017-01-12T14:30:00-05:00,short,1,1.0,2258.0,2265.0,2265.0,2247.0,-28.0,-7.0,-35.0,4.5,2.5,-42.0,Stop Loss,
2017-01-18T19:10:00-05:00,2017-01-18T19:15:00-05:00,long,1,1.0,2266.25,2267.25,2258.25,2280.25,4.0,1.0,5.0,4.5,2.5,-2.0,End of Day,
2017-01-20T12:05:00-05:00,2017-01-20T15:50:00-05:00,short,1,1.0,2264.75,2264.75,2272.75,2251.75,0.0,0.0,0.0,4.5,2.5,-7.0,End of Day,
2017-01-23T10:25:00-05:00,2017-01-23T15:50:00-05:00,short,1,1.0,2260.0,2261.25,2267.5,2248.0,-5.0,-1.25,-6.25,4.5,2.5,-13.25,End of Day,
2017-01-27T10:55:00-05:00,2017-01-27T15:50:00-05:00,short,1,1.0,2289.0,2288.25,2295.5,2279.0,3.0,0.75,3.75,4.5,2.5,-3.25,End of Day,
2017-01-30T10:10:00-05:00,2017-01-30T15:50:00-05:00,short,1,1.0,2270.5,2275.5,2281.25,2252.0,-20.0,-5.0,-25.0,4.5,2.5,-32.0,End of Day,
2017-02-21T10:05:00-05:00,2017-02-21T15:50:00-05:00,long,1,1.0,2358.75,2364.5,2352.75,2368.75,23.0,5.75,28.75,4.5,2.5,21.75,End of Day,
2017-03-02T11:10:00-05:00,2017-03-02T15:50:00-05:00,short,1,1.0,2386.25,2381.0,2393.0,2375.75,21.0,5.25,26.25,4.5,2.5,19.25,End of Day,
2017-03-07T10:30:00-05:00,2017-03-07T11:30:00-05:00,long,1,1.0,2372.5,2367.0,2367.0,2381.5,-22.0,-5.5,-27.5,4.5,2.5,-34.5,Stop Loss,
2017-03-10T11:00:00-05:00,2017-03-10T15:50:00-05:00,short,1,1.0,2369.5,2373.0,2377.25,2357.0,-14.0,-3.5,-17.5,4.5,2.5,-24.5,End of Day,
2017-03-23T10:40:00-04:00,2017-03-23T15:30:00-04:00,long,1,1.0,2348.25,2339.75,2339.75,2363.25,-34.0,-8.5,-42.5,4.5,2.5,-49.5,Stop Loss,
2017-03-28T10:05:00-04:00,2017-03-28T11:50:00-04:00,long,1,1.0,2340.75,2351.25,2334.5,2351.25,42.0,10.5,52.5,4.5,2.5,45.5,Take Profit,
2017-04-10T10:30:00-04:00,2017-04-10T11:35:00-04:00,long,1,1.0,2360.5,2353.25,2353.25,2373.0,-29.0,-7.25,-36.25,4.5,2.5,-43.25,Stop Loss,
2017-04-11T10:20:00-04:00,2017-04-11T15:50:00-04:00,short,1,1.0,2342.0,2347.0,2351.75,2325.5,-20.0,-5.0,-25.0,4.5,2.5,-32.0,End of Day,
2017-04-13T09:50:00-04:00,2017-04-13T13:00:00-04:00,long,1,1.0,2340.25,2334.0,2334.0,2350.75,-25.0,-6.25,-31.25,4.5,2.5,-38.25,Stop Loss,
